"","x"
"hsa-let-7a-5p",0.273720934616613
"hsa-let-7b-5p",0.64534123585773
"hsa-let-7c-5p",2.02417230702445
"hsa-let-7d-5p",0.0181532680542755
"hsa-let-7e-5p",0.257455632929139
"hsa-let-7f-5p",0.114384261394475
"hsa-let-7g-5p",0.0798021271733056
"hsa-let-7i-5p",0.516630221299062
"hsa-miR-1-3p",0.741731241912359
"hsa-miR-100-5p",2.02515899645982
"hsa-miR-101-5p",0.198252006711492
"hsa-miR-101-3p",1.00159244851016
"hsa-miR-103a-3p",0.610524581402366
"hsa-miR-103a-2-5p",0.941378354533022
"hsa-miR-103b",0.000974367092447137
"hsa-miR-105-5p",1.06706018155184
"hsa-miR-106a-5p",0.706271127950585
"hsa-miR-106b-5p",0.47293887098218
"hsa-miR-107",0.760868244431372
"hsa-miR-10a-5p",0.787376531902289
"hsa-miR-10b-5p",2.11823277505355
"hsa-miR-1178-5p",0.00961340940219391
"hsa-miR-1179",0.230741620781996
"hsa-miR-1180-5p",0.661502719963839
"hsa-miR-1181",0.177776591939196
"hsa-miR-1182",0.00143249009331547
"hsa-miR-1183",7.9649620232658e-12
"hsa-miR-1184",0.0011016255413937
"hsa-miR-1185-5p",0.116094129661585
"hsa-miR-1193",0.0552337215279678
"hsa-miR-1197",0.145189068621031
"hsa-miR-1199-5p",0.0185831964934264
"hsa-miR-1200",7.9649620232658e-12
"hsa-miR-1202",7.9649620232658e-12
"hsa-miR-1203",0.00116758630064395
"hsa-miR-1204",0.00081542355113684
"hsa-miR-1205",0.000984190303381371
"hsa-miR-1206",0.000324150302236537
"hsa-miR-1207-5p",7.9649620232658e-12
"hsa-miR-1208",7.9649620232658e-12
"hsa-miR-122-5p",0.0775742667858507
"hsa-miR-1224-5p",0.649288371016589
"hsa-miR-1225-5p",0.101251142571288
"hsa-miR-1226-5p",0.432342028954326
"hsa-miR-1227-5p",0.09617177452891
"hsa-miR-1228-5p",0.208010190064741
"hsa-miR-1229-5p",0.476128062402624
"hsa-miR-1231",0.0233819166448993
"hsa-miR-1233-5p",0.000350941387935455
"hsa-miR-1234-3p",0.0362695188270734
"hsa-miR-1236-5p",0.0338323478222247
"hsa-miR-1237-5p",0.0726526711471436
"hsa-miR-1238-5p",0.0353117897801399
"hsa-miR-124-5p",0.104958430293775
"hsa-miR-1243",0.000576892327698308
"hsa-miR-1244",0.00257737303353289
"hsa-miR-1245a",0.2784624473167
"hsa-miR-1245b-5p",0.0559536596569222
"hsa-miR-1246",0.0560638868255438
"hsa-miR-1247-5p",2.62821720283634
"hsa-miR-1248",0.306221192292024
"hsa-miR-1249-3p",0.622875556801617
"hsa-miR-1250-5p",0.246372637862293
"hsa-miR-1251-5p",0.544928579384066
"hsa-miR-1252-5p",0.0562519836928859
"hsa-miR-1253",0.00365154751056229
"hsa-miR-1254",0.510546398305252
"hsa-miR-1255a",0.0262420695831774
"hsa-miR-1255b-5p",7.9649620232658e-12
"hsa-miR-1256",0.00205722297595179
"hsa-miR-1257",0.0518172689586727
"hsa-miR-1258",1.93615234709265
"hsa-miR-125a-5p",0.615743531965807
"hsa-miR-125b-5p",1.98294484313674
"hsa-miR-126-5p",1.07921092400768
"hsa-miR-1260a",0.00153285619169352
"hsa-miR-1260b",0.00437630437526448
"hsa-miR-1261",0.000471773806135167
"hsa-miR-1262",0.944880048960566
"hsa-miR-1263",0.00342254523653285
"hsa-miR-1264",0.0145949000760226
"hsa-miR-1265",0.0498287037431844
"hsa-miR-1266-5p",0.376642348191919
"hsa-miR-1267",0.000235756047830993
"hsa-miR-1268a",7.9649620232658e-12
"hsa-miR-1268b",0.144159651259815
"hsa-miR-1269a",1.6082032009324
"hsa-miR-1269b",0.686831009330235
"hsa-miR-127-5p",0.825730669995998
"hsa-miR-1270",0.158252457055043
"hsa-miR-1271-5p",0.920805130582389
"hsa-miR-1272",0.00119174218035323
"hsa-miR-1273a",0.000701410048806528
"hsa-miR-1273c",0.0113178615711786
"hsa-miR-1273d",7.9649620232658e-12
"hsa-miR-1273f",7.9649620232658e-12
"hsa-miR-1273g-5p",7.9649620232658e-12
"hsa-miR-1273h-5p",0.0104969639453679
"hsa-miR-1275",0.130280063197474
"hsa-miR-1276",0.258078074487869
"hsa-miR-1277-5p",0.978712711235997
"hsa-miR-1278",0.051642511225841
"hsa-miR-1279",7.9649620232658e-12
"hsa-miR-128-1-5p",0.782575278915885
"hsa-miR-128-2-5p",0.958345933200146
"hsa-miR-1281",0.00229229907117334
"hsa-miR-1282",0.0128999949798237
"hsa-miR-1283",0.128272116487253
"hsa-miR-1284",0.409291086654968
"hsa-miR-1285-5p",0.0606680745335404
"hsa-miR-1285-3p",0.00129421198446056
"hsa-miR-1286",0.0711350992268801
"hsa-miR-1287-5p",0.0772756310652456
"hsa-miR-1288-5p",0.31394160929199
"hsa-miR-1289",0.0315003999382542
"hsa-miR-129-5p",1.33585373857202
"hsa-miR-1290",0.0102611277396025
"hsa-miR-1291",0.108673356172393
"hsa-miR-1292-5p",0.535175675228917
